Date,Order ID,Pair,Type,Side,Lot Size,Price,Margin Mode,Status,Net P&L
"2026-06-17T16:22:47.429Z","109260894","XAU/USD","stop_loss","buy","0.050","4366.04","cross","cancelled",""
"2026-06-17T16:22:47.429Z","109261270","XAU/USD","take_profit","buy","0.050","4349.98","cross","cancelled",""
"2026-06-17T16:05:33.752Z","109240868","XAU/USD","market","sell","0.050","4362.04","cross","filled",""
"2026-06-17T14:07:36.487Z","109098115","XAU/USD","stop_loss","buy","0.030","4345.58","cross","filled","-17.79"
"2026-06-17T14:07:35.662Z","109096984","XAU/USD","stop_loss","buy","0.030","4345.58","cross","cancelled",""
"2026-06-17T14:07:35.662Z","109098114","XAU/USD","take_profit","buy","0.030","4319.97","cross","cancelled",""
"2026-06-17T13:59:54.991Z","109096751","XAU/USD","market","sell","0.030","4339.65","cross","filled",""
"2026-06-17T12:36:49.946Z","108982178","XAU/USD","stop_loss","buy","0.050","4331.23","cross","filled","0.38"
"2026-06-17T12:36:49.687Z","108928809","XAU/USD","stop_loss","buy","0.050","4334.93","cross","cancelled",""
"2026-06-17T12:36:49.687Z","108928951","XAU/USD","stop_loss","buy","0.050","4335.22","cross","cancelled",""
"2026-06-17T12:36:49.687Z","108929130","XAU/USD","take_profit","buy","0.050","4319.06","cross","cancelled",""
"2026-06-17T12:36:49.687Z","108929131","XAU/USD","stop_loss","buy","0.050","4335.22","cross","cancelled",""
"2026-06-17T12:36:49.687Z","108932319","XAU/USD","take_profit","buy","0.050","4311.21","cross","cancelled",""
"2026-06-17T12:36:49.687Z","108932320","XAU/USD","stop_loss","buy","0.050","4335.22","cross","cancelled",""
"2026-06-17T12:36:49.687Z","108932537","XAU/USD","take_profit","buy","0.050","4319.07","cross","cancelled",""
"2026-06-17T12:36:49.687Z","108932538","XAU/USD","stop_loss","buy","0.050","4335.22","cross","cancelled",""
"2026-06-17T12:36:49.687Z","108932769","XAU/USD","take_profit","buy","0.050","4319.03","cross","cancelled",""
"2026-06-17T12:36:49.687Z","108932770","XAU/USD","stop_loss","buy","0.050","4335.22","cross","cancelled",""
"2026-06-17T12:36:49.687Z","108976274","XAU/USD","take_profit","buy","0.050","4319.07","cross","cancelled",""
"2026-06-17T12:36:49.687Z","108976275","XAU/USD","stop_loss","buy","0.050","4335.22","cross","cancelled",""
"2026-06-17T12:36:49.687Z","108981578","XAU/USD","take_profit","buy","0.050","4319.07","cross","cancelled",""
"2026-06-17T12:36:49.687Z","108981579","XAU/USD","stop_loss","buy","0.050","4325.18","cross","cancelled",""
"2026-06-17T12:36:49.687Z","108982121","XAU/USD","take_profit","buy","0.050","4319.16","cross","cancelled",""
"2026-06-17T12:36:49.687Z","108982122","XAU/USD","stop_loss","buy","0.050","4325.18","cross","cancelled",""
"2026-06-17T12:36:49.687Z","108982177","XAU/USD","take_profit","buy","0.050","4319.16","cross","cancelled",""
"2026-06-17T11:01:03.922Z","108928723","XAU/USD","market","sell","0.050","4331.31","cross","filled",""
"2026-06-17T10:45:11.585Z","108911334","XAU/USD","stop_loss","buy","0.050","4331.46","cross","filled","-16.59"
"2026-06-17T10:45:11.466Z","108883804","XAU/USD","stop_loss","buy","0.050","4332.31","cross","cancelled",""
"2026-06-17T10:45:11.466Z","108884035","XAU/USD","take_profit","buy","0.050","4308.04","cross","cancelled",""
"2026-06-17T10:45:11.466Z","108884036","XAU/USD","stop_loss","buy","0.050","4332.31","cross","cancelled",""
"2026-06-17T10:45:11.466Z","108884394","XAU/USD","take_profit","buy","0.050","4308.04","cross","cancelled",""
"2026-06-17T10:45:11.466Z","108884395","XAU/USD","stop_loss","buy","0.050","4332.46","cross","cancelled",""
"2026-06-17T10:45:11.466Z","108908548","XAU/USD","take_profit","buy","0.050","4308.04","cross","cancelled",""
"2026-06-17T10:45:11.466Z","108908550","XAU/USD","stop_loss","buy","0.050","4331.41","cross","cancelled",""
"2026-06-17T10:45:11.466Z","108911333","XAU/USD","take_profit","buy","0.050","4308.04","cross","cancelled",""
"2026-06-17T09:45:05.174Z","108883662","XAU/USD","market","sell","0.050","4328.14","cross","filled",""
"2026-06-16T07:57:47.874Z","107643345","XAU/USD","stop_loss","buy","0.010","4333.67","cross","filled","-4.92"
"2026-06-16T07:57:47.471Z","107633161","XAU/USD","stop_loss","buy","0.010","4333.67","cross","cancelled",""
"2026-06-16T07:57:47.471Z","107633306","XAU/USD","take_profit","buy","0.010","4306.76","cross","cancelled",""
"2026-06-16T07:57:47.471Z","107633307","XAU/USD","stop_loss","buy","0.010","4333.67","cross","cancelled",""
"2026-06-16T07:57:47.471Z","107633643","XAU/USD","take_profit","buy","0.010","4305.87","cross","cancelled",""
"2026-06-16T07:57:47.471Z","107633644","XAU/USD","stop_loss","buy","0.010","4333.67","cross","cancelled",""
"2026-06-16T07:57:47.471Z","107643344","XAU/USD","take_profit","buy","0.010","4306.04","cross","cancelled",""
"2026-06-16T04:07:07.694Z","107633076","XAU/USD","market","sell","0.010","4328.75","cross","filled",""
"2026-06-15T16:18:21.623Z","107268162","XAU/USD","stop_loss","sell","0.025","4346.10","cross","filled","12.49"
"2026-06-15T16:18:21.471Z","107101387","XAU/USD","stop_loss","sell","0.050","4346.15","cross","cancelled",""
"2026-06-15T16:18:21.471Z","107101625","XAU/USD","take_profit","sell","0.050","4370.52","cross","cancelled",""
"2026-06-15T16:18:21.471Z","107101626","XAU/USD","stop_loss","sell","0.050","4346.15","cross","cancelled",""
"2026-06-15T16:18:21.471Z","107107967","XAU/USD","take_profit","sell","0.050","4390.54","cross","cancelled",""
"2026-06-15T16:18:21.471Z","107107968","XAU/USD","stop_loss","sell","0.050","4346.15","cross","cancelled",""
"2026-06-15T16:18:21.471Z","107108504","XAU/USD","take_profit","sell","0.025","4370.47","cross","cancelled",""
"2026-06-15T16:18:21.471Z","107108505","XAU/USD","stop_loss","sell","0.025","4346.15","cross","cancelled",""
"2026-06-15T16:18:21.471Z","107127409","XAU/USD","take_profit","sell","0.025","4383.91","cross","cancelled",""
"2026-06-15T16:18:21.471Z","107127410","XAU/USD","stop_loss","sell","0.025","4346.15","cross","cancelled",""
"2026-06-15T16:18:21.471Z","107131911","XAU/USD","take_profit","sell","0.025","4404.66","cross","cancelled",""
"2026-06-15T16:18:21.471Z","107131912","XAU/USD","stop_loss","sell","0.025","4346.15","cross","cancelled",""
"2026-06-15T16:18:21.471Z","107132128","XAU/USD","take_profit","sell","0.025","4414.95","cross","cancelled",""
"2026-06-15T16:18:21.471Z","107132129","XAU/USD","stop_loss","sell","0.025","4346.15","cross","cancelled",""
"2026-06-15T16:18:21.471Z","107138905","XAU/USD","take_profit","sell","0.025","4397.36","cross","cancelled",""
"2026-06-15T16:18:21.471Z","107138906","XAU/USD","stop_loss","sell","0.025","4346.15","cross","cancelled",""
"2026-06-15T16:18:21.471Z","107268161","XAU/USD","take_profit","sell","0.025","4397.36","cross","cancelled",""
"2026-06-15T13:33:36.860Z","107126369","XAU/USD","market","sell","0.025","4359.75","cross","filled",""
"2026-06-15T13:14:17.624Z","107101182","XAU/USD","market","buy","0.050","4350.43","cross","filled",""
"2026-06-12T13:36:43.489Z","105790049","XAU/USD","stop_loss","buy","0.050","4204.60","cross","filled","-24.17"
"2026-06-12T13:35:23.469Z","105789005","XAU/USD","market","sell","0.050","4199.77","cross","filled",""
"2026-06-12T13:07:46.577Z","105755692","XAU/USD","stop_loss","buy","0.050","4198.88","cross","filled","0.45"
"2026-06-12T13:07:46.404Z","105724529","XAU/USD","stop_loss","buy","0.050","4203.02","cross","cancelled",""
"2026-06-12T13:07:46.404Z","105725109","XAU/USD","take_profit","buy","0.050","4178.23","cross","cancelled",""
"2026-06-12T13:07:46.404Z","105725110","XAU/USD","stop_loss","buy","0.050","4203.02","cross","cancelled",""
"2026-06-12T13:07:46.404Z","105755691","XAU/USD","take_profit","buy","0.050","4178.23","cross","cancelled",""
"2026-06-12T12:30:12.788Z","105724178","XAU/USD","market","sell","0.050","4198.97","cross","filled",""
"2026-06-12T11:40:09.566Z","105679986","XAU/USD","stop_loss","buy","0.050","4203.08","cross","filled","-20.37"
"2026-06-12T11:40:09.432Z","105679027","XAU/USD","stop_loss","buy","0.050","4203.08","cross","cancelled",""
"2026-06-12T11:40:09.432Z","105679985","XAU/USD","take_profit","buy","0.050","4178.96","cross","cancelled",""
"2026-06-12T11:32:25.768Z","105678637","XAU/USD","market","sell","0.050","4199.01","cross","filled",""
"2026-06-12T08:15:41.304Z","105525080","XAU/USD","market","sell","0.050","4201.58","cross","filled","1.26"
"2026-06-12T08:15:41.257Z","105519302","XAU/USD","stop_loss","sell","0.050","4197.25","cross","cancelled",""
"2026-06-12T08:15:41.257Z","105519472","XAU/USD","take_profit","sell","0.050","4221.38","cross","cancelled",""
"2026-06-12T08:15:41.257Z","105519473","XAU/USD","stop_loss","sell","0.050","4197.25","cross","cancelled",""
"2026-06-12T08:09:18.786Z","105519086","XAU/USD","market","buy","0.050","4201.33","cross","filled",""
"2026-06-12T08:05:18.571Z","105514760","XAU/USD","stop_loss","sell","0.040","4196.14","cross","filled","-18.40"
"2026-06-12T08:05:18.456Z","105514298","XAU/USD","stop_loss","sell","0.040","4196.14","cross","cancelled",""
"2026-06-12T08:05:18.456Z","105514759","XAU/USD","take_profit","sell","0.040","4220.83","cross","cancelled",""
"2026-06-12T08:03:54.450Z","105514094","XAU/USD","market","buy","0.040","4200.74","cross","filled",""
"2026-06-11T11:36:19.788Z","104778256","XAU/USD","market","buy","0.010","4086.17","cross","filled","1.23"
"2026-06-11T11:36:19.768Z","104777717","XAU/USD","stop_loss","buy","0.010","4096.10","cross","cancelled",""
"2026-06-11T11:36:19.768Z","104777887","XAU/USD","take_profit","buy","0.010","4067.52","cross","cancelled",""
"2026-06-11T11:36:19.768Z","104777888","XAU/USD","stop_loss","buy","0.010","4096.10","cross","cancelled",""
"2026-06-11T11:35:30.713Z","104777589","XAU/USD","market","sell","0.010","4087.40","cross","filled",""
"2026-06-10T14:54:54.020Z","104037316","XAU/USD","market","buy","0.020","4138.03","cross","filled","75.82"
"2026-06-10T14:54:53.994Z","103967520","XAU/USD","stop_loss","buy","0.020","4186.36","cross","cancelled",""
"2026-06-10T14:54:53.994Z","103967788","XAU/USD","take_profit","buy","0.020","4125.42","cross","cancelled",""
"2026-06-10T14:54:53.994Z","103967789","XAU/USD","stop_loss","buy","0.020","4186.36","cross","cancelled",""
"2026-06-10T13:55:39.601Z","103967287","XAU/USD","market","sell","0.020","4175.94","cross","filled",""
"2026-06-10T13:34:59.653Z","103937423","XAU/USD","stop_loss","sell","0.010","4143.52","cross","filled","-8.31"
"2026-06-10T13:34:59.512Z","103937165","XAU/USD","stop_loss","sell","0.010","4143.52","cross","cancelled",""
"2026-06-10T13:34:59.512Z","103937422","XAU/USD","take_profit","sell","0.010","4182.12","cross","cancelled",""
"2026-06-10T13:30:12.901Z","103936877","XAU/USD","market","buy","0.010","4151.83","cross","filled",""
"2026-06-01T17:51:01.573Z","96345765","BTC/USD","stop_loss","buy","0.010002","71703.59","cross","filled","-2.32"
"2026-06-01T17:51:01.464Z","96296238","BTC/USD","stop_loss","buy","0.010002","71703.59","cross","cancelled",""
"2026-06-01T17:51:01.464Z","96345764","BTC/USD","take_profit","buy","0.010002","70465.94","cross","cancelled",""
"2026-06-01T14:11:14.697Z","96296120","BTC/USD","market","sell","0.010002","71471.98","cross","filled",""
"2026-05-28T10:09:34.866Z","93719813","XAU/USD","stop_loss","buy","0.030","4399.33","cross","filled","-22.96"
"2026-05-28T10:09:34.756Z","93719367","XAU/USD","stop_loss","buy","0.030","4399.33","cross","cancelled",""
"2026-05-28T10:09:34.756Z","93719562","XAU/USD","take_profit","buy","0.030","4372.88","cross","cancelled",""
"2026-05-28T10:09:34.756Z","93719563","XAU/USD","stop_loss","buy","0.030","4399.33","cross","cancelled",""
"2026-05-28T10:09:34.756Z","93719812","XAU/USD","take_profit","buy","0.030","4358.34","cross","cancelled",""
"2026-05-28T09:35:31.698Z","93719208","XAU/USD","market","sell","0.030","4391.68","cross","filled",""
"2026-05-28T05:30:52.549Z","93423084","XAU/USD","stop_loss","buy","0.010","4382.68","cross","filled","-6.52"
"2026-05-28T05:30:52.448Z","93414098","XAU/USD","stop_loss","buy","0.010","4382.68","cross","cancelled",""
"2026-05-28T05:30:52.448Z","93414348","XAU/USD","take_profit","buy","0.010","4345.92","cross","cancelled",""
"2026-05-28T05:30:52.448Z","93414349","XAU/USD","stop_loss","buy","0.010","4382.68","cross","cancelled",""
"2026-05-28T05:30:52.448Z","93423083","XAU/USD","take_profit","buy","0.010","4335.84","cross","cancelled",""
"2026-05-28T04:15:11.759Z","93413905","XAU/USD","market","sell","0.010","4376.16","cross","filled",""
"2026-05-27T20:15:13.551Z","93208821","XAU/USD","stop_loss","buy","0.020","4456.99","cross","filled","-10.05"
"2026-05-27T20:15:13.443Z","93208566","XAU/USD","stop_loss","buy","0.020","4456.99","cross","cancelled",""
"2026-05-27T20:15:13.443Z","93208626","XAU/USD","take_profit","buy","0.020","4431.63","cross","cancelled",""
"2026-05-27T20:15:13.443Z","93208627","XAU/USD","stop_loss","buy","0.020","4456.99","cross","cancelled",""
"2026-05-27T20:15:13.443Z","93208820","XAU/USD","take_profit","buy","0.020","4436.93","cross","cancelled",""
"2026-05-27T18:37:41.799Z","93208500","XAU/USD","market","sell","0.020","4451.96","cross","filled",""
"2026-05-27T06:08:06.110Z","92482245","XAU/USD","market","buy","0.030","4496.38","cross","filled","46.09"
"2026-05-27T06:08:06.093Z","92400581","XAU/USD","stop_loss","buy","0.030","4517.82","cross","cancelled",""
"2026-05-27T06:08:06.093Z","92400785","XAU/USD","take_profit","buy","0.030","4478.22","cross","cancelled",""
"2026-05-27T06:08:06.093Z","92400786","XAU/USD","stop_loss","buy","0.030","4517.82","cross","cancelled",""
"2026-05-27T04:55:38.979Z","92400232","XAU/USD","market","sell","0.030","4511.75","cross","filled",""
"2026-05-26T11:41:39.619Z","91765674","XAU/USD","market","buy","0.030","4513.15","cross","filled","63.46"
"2026-05-26T11:41:39.597Z","91714981","XAU/USD","stop_loss","buy","0.030","4540.76","cross","cancelled",""
"2026-05-26T11:41:39.597Z","91715284","XAU/USD","take_profit","buy","0.030","4500.70","cross","cancelled",""
"2026-05-26T11:41:39.597Z","91715285","XAU/USD","stop_loss","buy","0.030","4540.76","cross","cancelled",""
"2026-05-26T11:41:39.597Z","91756164","XAU/USD","take_profit","buy","0.030","4500.70","cross","cancelled",""
"2026-05-26T11:41:39.597Z","91756165","XAU/USD","stop_loss","buy","0.030","4534.47","cross","cancelled",""
"2026-05-26T10:56:37.560Z","91714854","XAU/USD","market","sell","0.030","4534.30","cross","filled",""
"2026-05-26T10:50:26.650Z","91550837","XAU/USD","stop_loss","buy","0.010","4539.40","cross","filled","-4.06"
"2026-05-26T10:50:26.512Z","91550055","XAU/USD","stop_loss","buy","0.010","4539.40","cross","cancelled",""
"2026-05-26T10:50:26.512Z","91550836","XAU/USD","take_profit","buy","0.010","4505.33","cross","cancelled",""
"2026-05-26T08:05:55.723Z","91549687","XAU/USD","market","sell","0.010","4535.34","cross","filled",""
"2026-05-22T08:53:01.574Z","89144590","XAU/USD","stop_loss","buy","0.050","4524.37","cross","filled","0.71"
"2026-05-22T08:53:01.450Z","89136885","XAU/USD","stop_loss","buy","0.050","4529.01","cross","cancelled",""
"2026-05-22T08:53:01.450Z","89137013","XAU/USD","take_profit","buy","0.050","4509.09","cross","cancelled",""
"2026-05-22T08:53:01.450Z","89137014","XAU/USD","stop_loss","buy","0.050","4529.01","cross","cancelled",""
"2026-05-22T08:53:01.450Z","89142572","XAU/USD","take_profit","buy","0.050","4509.09","cross","cancelled",""
"2026-05-22T08:53:01.450Z","89142573","XAU/USD","stop_loss","buy","0.050","4524.46","cross","cancelled",""
"2026-05-22T08:53:01.450Z","89144589","XAU/USD","take_profit","buy","0.050","4509.09","cross","cancelled",""
"2026-05-22T08:32:36.238Z","89136807","XAU/USD","market","sell","0.050","4524.51","cross","filled",""
"2026-05-22T08:20:25.660Z","89121942","XAU/USD","stop_loss","buy","0.030","4530.56","cross","filled","-18.97"
"2026-05-22T08:20:25.153Z","89121418","XAU/USD","stop_loss","buy","0.030","4530.56","cross","cancelled",""
"2026-05-22T08:20:25.153Z","89121872","XAU/USD","take_profit","buy","0.030","4492.77","cross","cancelled",""
"2026-05-22T08:20:25.153Z","89121873","XAU/USD","stop_loss","buy","0.030","4530.56","cross","cancelled",""
"2026-05-22T08:20:25.153Z","89121941","XAU/USD","take_profit","buy","0.030","4490.68","cross","cancelled",""
"2026-05-22T08:15:19.505Z","89120035","XAU/USD","market","sell","0.030","4524.24","cross","filled",""
"2026-05-22T00:37:58.726Z","88803242","XAU/USD","market","sell","0.050","4539.85","cross","filled","4.98"
"2026-05-22T00:37:58.709Z","88802787","XAU/USD","stop_loss","sell","0.050","4534.46","cross","cancelled",""
"2026-05-22T00:37:58.709Z","88802945","XAU/USD","take_profit","sell","0.050","4558.91","cross","cancelled",""
"2026-05-22T00:37:58.709Z","88802946","XAU/USD","stop_loss","sell","0.050","4534.46","cross","cancelled",""
"2026-05-22T00:35:58.973Z","88802735","XAU/USD","market","buy","0.050","4538.86","cross","filled",""
"2026-05-21T13:07:35.516Z","88396547","XAU/USD","market","buy","0.020","4509.91","cross","filled","-2.48"
"2026-05-21T13:07:35.491Z","88379658","XAU/USD","stop_loss","buy","0.020","4517.86","cross","cancelled",""
"2026-05-21T13:07:35.491Z","88380429","XAU/USD","take_profit","buy","0.020","4467.13","cross","cancelled",""
"2026-05-21T13:07:35.491Z","88380430","XAU/USD","stop_loss","buy","0.020","4517.86","cross","cancelled",""
"2026-05-21T13:07:35.491Z","88381811","XAU/USD","take_profit","buy","0.020","4458.53","cross","cancelled",""
"2026-05-21T13:07:35.491Z","88381812","XAU/USD","stop_loss","buy","0.020","4517.86","cross","cancelled",""
"2026-05-21T12:55:21.508Z","88379515","XAU/USD","market","sell","0.020","4508.67","cross","filled",""
"2026-05-21T00:52:26.346Z","87695547","XAU/USD","stop_loss","buy","0.030","4546.52","cross","filled","-21.67"
"2026-05-21T00:52:26.258Z","87695117","XAU/USD","stop_loss","buy","0.030","4546.52","cross","cancelled",""
"2026-05-21T00:52:26.258Z","87695448","XAU/USD","take_profit","buy","0.030","4514.42","cross","cancelled",""
"2026-05-21T00:52:26.258Z","87695449","XAU/USD","stop_loss","buy","0.030","4546.52","cross","cancelled",""
"2026-05-21T00:52:26.258Z","87695546","XAU/USD","take_profit","buy","0.030","4505.89","cross","cancelled",""
"2026-05-21T00:25:57.916Z","87695070","XAU/USD","market","sell","0.030","4539.30","cross","filled",""
"2026-05-20T01:36:37.708Z","86668833","XAU/USD","market","buy","0.020","4458.32","cross","filled","66.01"
"2026-05-20T01:36:37.690Z","86660836","XAU/USD","stop_loss","buy","0.020","4500.79","cross","cancelled",""
"2026-05-20T01:36:37.690Z","86661063","XAU/USD","take_profit","buy","0.020","4441.14","cross","cancelled",""
"2026-05-20T01:36:37.690Z","86661064","XAU/USD","stop_loss","buy","0.020","4500.79","cross","cancelled",""
"2026-05-20T01:22:50.482Z","86660724","XAU/USD","market","sell","0.020","4491.32","cross","filled",""
"2026-05-19T13:31:26.274Z","86262334","XAU/USD","take_profit","buy","0.030","4481.22","cross","filled","117.98"
"2026-05-19T13:31:26.163Z","86260395","XAU/USD","stop_loss","buy","0.030","4526.79","cross","cancelled",""
"2026-05-19T13:31:26.163Z","86260743","XAU/USD","take_profit","buy","0.030","4489.39","cross","cancelled",""
"2026-05-19T13:31:26.163Z","86260744","XAU/USD","stop_loss","buy","0.030","4526.79","cross","cancelled",""
"2026-05-19T13:31:26.163Z","86261062","XAU/USD","take_profit","buy","0.030","4487.13","cross","cancelled",""
"2026-05-19T13:31:26.163Z","86261063","XAU/USD","stop_loss","buy","0.030","4526.79","cross","cancelled",""
"2026-05-19T13:31:26.163Z","86262335","XAU/USD","stop_loss","buy","0.030","4526.79","cross","cancelled",""
"2026-05-19T13:17:41.085Z","86259765","XAU/USD","market","sell","0.030","4520.55","cross","filled",""
"2026-05-19T11:44:04.094Z","86143384","XAU/USD","stop_loss","buy","0.030","4542.37","cross","filled","-17.55"
"2026-05-19T11:44:03.982Z","86138845","XAU/USD","stop_loss","buy","0.030","4542.37","cross","cancelled",""
"2026-05-19T11:44:03.982Z","86143383","XAU/USD","take_profit","buy","0.030","4503.01","cross","cancelled",""
"2026-05-19T11:15:09.897Z","86133738","XAU/USD","market","sell","0.030","4536.52","cross","filled",""
"2026-05-19T03:39:48.628Z","85661026","XAU/USD","market","buy","0.020","4554.89","cross","filled","47.99"
"2026-05-19T03:39:48.606Z","85528655","XAU/USD","stop_loss","buy","0.020","4589.27","cross","cancelled",""
"2026-05-19T03:39:48.606Z","85529091","XAU/USD","take_profit","buy","0.020","4568.82","cross","cancelled",""
"2026-05-19T03:39:48.606Z","85529092","XAU/USD","stop_loss","buy","0.020","4589.27","cross","cancelled",""
"2026-05-19T03:39:48.606Z","85529316","XAU/USD","take_profit","buy","0.020","4548.75","cross","cancelled",""
"2026-05-19T03:39:48.606Z","85529317","XAU/USD","stop_loss","buy","0.020","4589.27","cross","cancelled",""
"2026-05-19T03:39:48.606Z","85531564","XAU/USD","take_profit","buy","0.020","4548.75","cross","cancelled",""
"2026-05-19T03:39:48.606Z","85531565","XAU/USD","stop_loss","buy","0.020","4585.80","cross","cancelled",""
"2026-05-19T03:39:48.606Z","85531837","XAU/USD","take_profit","buy","0.020","4546.86","cross","cancelled",""
"2026-05-19T03:39:48.606Z","85531838","XAU/USD","stop_loss","buy","0.020","4585.80","cross","cancelled",""
"2026-05-19T03:39:48.606Z","85532169","XAU/USD","take_profit","buy","0.020","4528.83","cross","cancelled",""
"2026-05-19T03:39:48.606Z","85532170","XAU/USD","stop_loss","buy","0.020","4585.80","cross","cancelled",""
"2026-05-19T03:39:48.606Z","85538919","XAU/USD","take_profit","buy","0.020","4528.83","cross","cancelled",""
"2026-05-19T03:39:48.606Z","85538920","XAU/USD","stop_loss","buy","0.020","4585.88","cross","cancelled",""
"2026-05-19T00:05:12.104Z","85528495","XAU/USD","market","sell","0.020","4578.89","cross","filled",""
"2026-05-19T00:00:41.753Z","85524747","XAU/USD","stop_loss","buy","0.040","4587.23","cross","filled","-18.12"
"2026-05-19T00:00:41.537Z","85524322","XAU/USD","stop_loss","buy","0.040","4587.23","cross","cancelled",""
"2026-05-19T00:00:41.537Z","85524418","XAU/USD","take_profit","buy","0.040","4562.64","cross","cancelled",""
"2026-05-19T00:00:41.537Z","85524419","XAU/USD","stop_loss","buy","0.040","4587.23","cross","cancelled",""
"2026-05-19T00:00:41.537Z","85524746","XAU/USD","take_profit","buy","0.040","4562.64","cross","cancelled",""
"2026-05-18T23:50:59.537Z","85523836","XAU/USD","market","sell","0.040","4582.70","cross","filled",""
"2026-05-15T05:19:29.314Z","82931036","XAU/USD","market","buy","0.040","4583.01","cross","filled","97.92"
"2026-05-15T05:19:29.291Z","82886146","XAU/USD","stop_loss","buy","0.040","4612.67","cross","cancelled",""
"2026-05-15T05:19:29.291Z","82886818","XAU/USD","stop_loss","buy","0.040","4613.20","cross","cancelled",""
"2026-05-15T05:19:29.291Z","82886938","XAU/USD","stop_loss","buy","0.040","4612.96","cross","cancelled",""
"2026-05-15T05:19:29.291Z","82887363","XAU/USD","take_profit","buy","0.040","4582.23","cross","cancelled",""
"2026-05-15T05:19:29.291Z","82887364","XAU/USD","stop_loss","buy","0.040","4612.96","cross","cancelled",""
"2026-05-15T05:19:29.291Z","82895699","XAU/USD","take_profit","buy","0.040","4546.06","cross","cancelled",""
"2026-05-15T05:19:29.291Z","82895700","XAU/USD","stop_loss","buy","0.040","4612.96","cross","cancelled",""
"2026-05-15T05:19:29.291Z","82897979","XAU/USD","take_profit","buy","0.040","4582.28","cross","cancelled",""
"2026-05-15T05:19:29.291Z","82897980","XAU/USD","stop_loss","buy","0.040","4612.96","cross","cancelled",""
"2026-05-15T05:19:29.291Z","82928755","XAU/USD","take_profit","buy","0.040","4582.28","cross","cancelled",""
"2026-05-15T05:19:29.291Z","82928756","XAU/USD","stop_loss","buy","0.040","4612.60","cross","cancelled",""
"2026-05-15T04:55:21.349Z","82885876","XAU/USD","market","sell","0.040","4607.50","cross","filled",""
"2026-05-15T04:06:01.877Z","82821089","XAU/USD","stop_loss","buy","0.050","4617.68","cross","filled","-18.74"
"2026-05-15T04:06:01.598Z","82820690","XAU/USD","stop_loss","buy","0.050","4617.68","cross","cancelled",""
"2026-05-15T04:06:01.598Z","82820831","XAU/USD","take_profit","buy","0.050","4595.94","cross","cancelled",""
"2026-05-15T04:06:01.598Z","82820832","XAU/USD","stop_loss","buy","0.050","4617.68","cross","cancelled",""
"2026-05-15T04:06:01.598Z","82821088","XAU/USD","take_profit","buy","0.050","4593.77","cross","cancelled",""
"2026-05-15T03:46:14.134Z","82820520","XAU/USD","market","sell","0.050","4613.93","cross","filled",""
"2026-05-14T17:03:28.141Z","82473284","XAU/USD","stop_loss","buy","0.020","4681.72","cross","filled","-5.15"
"2026-05-14T17:03:27.947Z","82446538","XAU/USD","stop_loss","buy","0.020","4687.40","cross","cancelled",""
"2026-05-14T17:03:27.947Z","82447066","XAU/USD","take_profit","buy","0.020","4635.21","cross","cancelled",""
"2026-05-14T17:03:27.947Z","82447067","XAU/USD","stop_loss","buy","0.020","4687.40","cross","cancelled",""
"2026-05-14T17:03:27.947Z","82447279","XAU/USD","take_profit","buy","0.020","4629.01","cross","cancelled",""
"2026-05-14T17:03:27.947Z","82447280","XAU/USD","stop_loss","buy","0.020","4687.40","cross","cancelled",""
"2026-05-14T17:03:27.947Z","82473283","XAU/USD","take_profit","buy","0.020","4629.01","cross","cancelled",""
"2026-05-14T16:05:17.774Z","82446173","XAU/USD","market","sell","0.020","4679.14","cross","filled",""
"2026-05-14T08:02:16.777Z","82010669","BTC/USD","stop_loss","sell","0.070004","79660.15","cross","filled","-16.99"
"2026-05-14T08:02:16.502Z","81995302","BTC/USD","stop_loss","sell","0.070004","79749.17","cross","cancelled",""
"2026-05-14T08:02:16.502Z","81997118","BTC/USD","take_profit","sell","0.070004","80556.10","cross","cancelled",""
"2026-05-14T08:02:16.502Z","81997119","BTC/USD","stop_loss","sell","0.070004","79749.17","cross","cancelled",""
"2026-05-14T08:02:16.502Z","81999523","BTC/USD","take_profit","sell","0.070004","80844.87","cross","cancelled",""
"2026-05-14T08:02:16.502Z","81999524","BTC/USD","stop_loss","sell","0.070004","79749.17","cross","cancelled",""
"2026-05-14T08:02:16.502Z","82010668","BTC/USD","take_profit","sell","0.070004","80844.87","cross","cancelled",""
"2026-05-14T07:35:28.834Z","81995131","BTC/USD","market","buy","0.070004","79902.83","cross","filled",""
"2026-05-13T16:50:51.024Z","81453892","XAU/USD","stop_loss","sell","0.050","4698.80","cross","filled","-5.60"
"2026-05-13T16:50:50.556Z","81435873","XAU/USD","stop_loss","sell","0.050","4694.74","cross","cancelled",""
"2026-05-13T16:50:50.556Z","81436223","XAU/USD","take_profit","sell","0.050","4724.36","cross","cancelled",""
"2026-05-13T16:50:50.556Z","81436224","XAU/USD","stop_loss","sell","0.050","4694.74","cross","cancelled",""
"2026-05-13T16:50:50.556Z","81453891","XAU/USD","take_profit","sell","0.050","4724.36","cross","cancelled",""
"2026-05-13T16:07:54.502Z","81435757","XAU/USD","market","buy","0.050","4699.92","cross","filled",""
"2026-05-13T15:29:32.192Z","81380263","XAU/USD","stop_loss","buy","0.020","4691.09","cross","filled","-9.91"
"2026-05-13T15:29:32.077Z","81234583","XAU/USD","stop_loss","buy","0.020","4694.92","cross","cancelled",""
