ticket,opening_time_utc,closing_time_utc,type,lots,original_position_size,symbol,opening_price,closing_price,stop_loss,take_profit,commission,swap,profit,equity,margin_level,close_reason
166731584,2025-09-30T05:00:20,2025-09-30T05:08:04,buy,0.08,0.08,XAUUSDm,3866.508,3864.015,3864.015,3874.241,,,-19.94,,,sl
159167876,2025-09-22T18:02:38,2025-09-24T10:14:01,buy,0.07,0.07,EURUSDm,1.17978,1.17592,1.17592,,,,-27.02,,,sl
159114297,2025-09-22T16:35:03,2025-09-22T17:32:59,buy,0.07,0.07,XAUUSDm,3738.558,3742.835,3736.158,3749.728,,,29.94,,,user
158949884,2025-09-22T13:59:47,2025-09-22T17:10:08,buy,0.02,0.02,BTCUSDm,113228.29,112433.34,112433.34,,,,-15.9,,,sl
158955943,2025-09-22T14:03:19,2025-09-22T15:26:41,sell,0.03,0.03,XAUUSDm,3719.097,3729.422,3729.422,3701.416,,,-30.98,,,sl
158861643,2025-09-22T13:01:59,2025-09-22T13:47:54,buy,0.03,0.03,XAUUSDm,3723.492,3714.847,3714.847,3748.63,,,-25.94,,,sl
158583431,2025-09-22T08:05:16,2025-09-22T10:39:26,buy,0.01,0.01,XAUUSDm,3717.239,3723.796,3723.796,3733.281,,,6.56,,,sl
158537512,2025-09-22T07:20:25,2025-09-22T07:32:49,sell,0.02,0.02,BTCUSDm,112715.35,112974.96,112974.96,111893.39,,,-5.19,,,sl
157249479,2025-09-19T07:45:36,2025-09-19T13:15:48,buy,0.03,0.03,USDJPYm,147.89,148.001,148.001,,,,2.25,,,sl
156659528,2025-09-18T14:07:56,2025-09-19T11:43:51,buy,0.02,0.02,EURUSDm,1.17738,1.17493,1.17493,,,,-4.9,,,sl
156535902,2025-09-18T13:19:19,2025-09-18T13:46:02,buy,0.01,0.01,BTCUSDm,117473.59,117070.01,117070.01,,,,-4.04,,,sl
156252944,2025-09-18T08:44:17,2025-09-18T11:12:51,buy,0.03,0.03,GBPUSDm,1.36413,1.36258,1.36258,1.36985,,,-4.65,,,sl
154361479,2025-09-16T15:50:05,2025-09-17T01:36:59,buy,0.01,0.01,XAUUSDm,3684.537,3678.85,3678.85,,,,-5.69,,,sl
154282764,2025-09-16T16:28:29,2025-09-16T16:58:21,buy,0.01,0.01,XAUUSDm,3689.931,3690.6510000000003,3684.887,3701.711,,,0.72,,,user
153651351,2025-09-16T06:35:57,2025-09-16T13:01:21,buy,0.01,0.01,XAUUSDm,3687.209,3687.214,3687.214,,,,,,,sl
153104822,2025-09-15T14:39:09,2025-09-15T15:56:25,buy,0.01,0.01,XAUUSDm,3661.783,3678.706,3662.186,3680.166,,,16.93,,,user
153093079,2025-09-15T14:28:45,2025-09-15T15:17:08,buy,0.14,0.14,ETHUSDm,4528.36,4491.33,4491.33,,,,-5.18,,,sl
